ITEM_ID,TITLES
nm0144843,514782
nm3012604,514782 | 520901
nm1141590,514782
nm0341828,219940
nm0637598,219940
nm0002222,219940 | 188870
nm0948757,219940 | 467075 | 143247
nm0879539,145259
nm1454907,12197 | 13621 | 161529
nm2275824,12197
nm3713270,35756
nm0411508,35756
nm1282571,75233
nm4465402,75233
nm6338716,474354
nm2502851,474354 | 367066 | 349008
nm0254275,255396
nm5008164,255396
nm3786184,255396 | 409164
nm0297602,219345 | 70882
nm0904967,19797 | 48992 | 86759
nm0302128,25751
nm0249924,16097
nm0575168,16097
nm0116830,265845
nm12166049,265845
nm0856633,265845
nm0407387,265845
nm0928760,265845
nm1162012,103747
nm5406988,442750
nm5163306,442750
nm7861494,442750
nm0759570,23981
nm0359849,23981
nm0944538,23981
nm1836946,18870
nm1647994,19551 | 289723
nm1091722,19551
nm0561374,207263
nm0590243,207263 | 214464 | 481203
nm1887084,207263
nm2118666,298032 | 119457 | 174808 | 401687 | 306966
nm3119840,298032
nm5868395,366506 | 435007
nm4484899,366506 | 220514
nm0452821,36273 | 55884
nm0853559,36273 | 50373
nm0682399,10471 | 102878 | 9344
nm0193066,10426
nm1715205,173854
nm0849359,173854 | 208284
nm0899703,63996 | 294098 | 366784 | 230217 | 425186
nm0749565,315252
nm3463927,315252 | 77592
nm3134006,315252
nm1933992,541642 | 251671
nm9970963,541642
nm0691014,16539
nm0088858,112033
nm0431195,112033
nm1291345,112033 | 223551
nm0115839,384243 | 52371 | 144595
nm0615990,5473 | 45204 | 297956
nm0929731,45204 | 36784
nm0105984,45204 | 101917 | 439758
nm1272221,45204
nm0324401,297956
nm1679456,297956 | 115929 | 212249
nm4771692,297956
nm0627023,33446
nm0647757,33446 | 18908 | 19812
nm2004178,222890 | 433419
nm0015617,7364
nm0881690,44770
nm1968459,44770
nm0522704,126277
nm2021381,126277 | 365083
nm2263846,257134
nm0630974,199565
nm1621843,199565
nm1111762,388862
nm0085664,388862 | 329540
nm2976492,252520 | 378064 | 372058 | 152044 | 152042 | 212162 | 553833 | 507569
nm0507793,52143
nm0146097,52143 | 39057 | 115223 | 227679
nm0213294,52143
nm0938047,52143
nm0649381,52143
nm0213599,52143
nm0713086,52143
nm0946726,52143
nm0806930,52143
nm0414255,134053
nm0129732,57845
nm0217431,57845
nm0843367,57845
nm0082550,10579 | 63727
nm0249006,32590
nm3046705,76025 | 390582
nm4101208,575958 | 323674 | 128073
nm4694127,575958
nm2028579,81539
nm7724402,574883
nm7128977,574883
nm1100485,40920
nm1073108,40920
nm0018056,84743
nm0798296,84743
nm2548013,84743
nm1050267,26945 | 31347
nm0990808,86791
nm0134585,52062
nm0998801,52062 | 102428
nm0060669,52062
nm0807332,56555
nm2345256,56555
nm5664814,510659
nm1293441,586454
nm5513903,586454
nm10372239,586454
nm1877162,157787 | 19100 | 319340
nm0401173,40976
nm0267449,15389
nm0166221,15389
nm0604359,291634
nm0269658,291634
nm1492784,55294 | 176079
nm2459759,55294
nm0881508,55294
nm0756797,168426
nm0133474,352327 | 43481 | 74477 | 228417
nm0861161,352327
nm7859412,352327
nm0402102,138496
nm2364639,138496
nm1320827,513576 | 228967
nm2345104,513576
nm4399227,513576
nm9367429,434505
nm0179069,121734
nm1043338,121734 | 411221 | 381707 | 529210 | 76333 | 452773 | 300602
nm1504627,121734 | 452773
nm0739423,411221
nm0759644,128244
nm1015631,128244 | 53301
nm1728311,128244
nm4259091,128244
nm0689749,294161
nm0063395,294161
nm6349238,294161
nm1191687,116408
nm0344814,116408
nm1692862,116408
nm0359952,254007
nm0696614,254007 | 400554 | 427033
nm5109749,254007
nm0430873,147888
nm1693103,147888
nm0046114,147888
nm0442279,147888
nm0558715,147888
nm0737102,147888
nm3555449,147888
nm3542471,147888
nm3556558,147888
nm0890004,116626
nm1426540,116626
nm0671791,116626
nm0029373,116626
nm0756162,64584
nm0814719,64584
nm6118544,225564
nm0920775,131116
nm0591858,131116 | 205865 | 552400
nm0417597,131116
nm2282451,131116
nm0131807,22105
nm2000954,22105 | 389427 | 194188 | 496186
nm0015618,22105
nm1087441,16652
nm2696897,16652 | 118412 | 408355
nm3375630,16652
nm0005422,6499
nm0840059,6499
nm0799312,6499
nm0004469,63642 | 31626 | 49029 | 80276 | 111836
nm0695286,30086
nm0452825,100152
nm2451201,62783
nm3397537,62783
nm2807269,62783
nm1548223,62783
nm0049329,62783
nm3564698,62783
nm0859741,99339
nm0767061,99339
nm2718340,99339
nm2975215,99339
nm2975572,99339
nm2617824,60650
nm6360949,315865
nm2015893,486519 | 489418 | 270919
nm0122582,29542
nm0237184,29542 | 321975
nm5950682,316891
nm0465376,330778
nm0407953,330778
nm0593924,330778
nm4940642,583029 | 137315
nm1517425,583029
nm0839596,281872
nm0628236,153936
nm0113508,153936
nm0135201,153936
nm0564167,153936
nm2125623,480623 | 355193 | 363810
nm6068747,480623
nm1060641,41180 | 285844 | 481356 | 39425
nm1146243,41180 | 347754
nm0317707,21447 | 80145
nm0192173,21447
nm2674012,21447
nm0897640,265195
nm0823435,265195
nm0555404,265195
nm2091633,349105 | 414238 | 47383 | 440772
nm8073443,349105
nm0244460,517320 | 298780
nm6904578,517320
nm3259453,539685 | 82999 | 473637
nm0681678,53125
nm1458126,53125
nm0149119,53125
nm1127757,53125 | 407575
nm0076980,121498
nm1580223,121498
nm0256170,121498
nm1394074,121498
nm3204925,335837
nm4973067,335837
nm3177935,368342 | 160788 | 35217 | 114438 | 483983
nm0781130,70700
nm2579728,70700
nm0429428,28134
nm0909221,28134
nm4263213,295011 | 347647 | 431742 | 451751
nm0566659,59058
nm2951942,59058
nm0608972,59058
nm0106736,10397
nm2819570,22901
nm10045107,22901
nm0263740,25311 | 18898
nm2523072,25311 | 535265 | 434080 | 41345
nm1351583,39914
nm1695552,39914
nm0579489,177579 | 95696
nm0720453,177579
nm0302706,177579
nm1096426,177579
nm1111454,95696
nm1229801,95696
nm0144039,43550 | 72917 | 45458 | 203665
nm1433549,43550 | 18533 | 41182
nm1981245,43550
nm3241804,22832 | 345888 | 227793 | 421928 | 389868
nm1965907,192136 | 868
nm7683379,376867
nm1591496,578189 | 283691
nm0099174,47904
nm0597209,145147
nm0017901,145147
nm0734949,145147
nm0863740,145147
nm0126467,145147
nm3033687,12811
nm3034185,12811
nm0232997,49324
nm0848424,49324
nm0726783,49324
nm0614044,49324
nm0411570,41656
nm0857069,124491
nm0310361,124491
nm0580174,9840
nm0539376,67314
nm8251232,255948
nm0056466,80545
nm0014880,80545
nm0080487,80545
nm0322533,47458
nm0400807,47458
nm1060751,123777
nm0825209,111440 | 174678 | 254188
nm0314764,120961 | 575803
nm4317523,120961
nm4902012,120961
nm7265823,575803
nm10028441,575803
nm4626817,575803
nm0157199,483211
nm0603588,26933
nm0331202,26933
nm0148996,12799 | 86810
nm0054177,12799
nm1305361,102533 | 389044 | 129432 | 129434
nm2392266,40419 | 327040
nm1969934,13741
nm0483200,179150 | 49084 | 85735 | 103344 | 384727
nm0816481,112785
nm3057016,140006
nm4242784,140006
nm1649967,332270
nm0712041,262311 | 321303
nm6543177,262311
nm6543176,262311
nm0443799,24090
nm0069289,1917 | 12812
nm2191046,83900
nm1739904,531736 | 452016
nm0644366,61722 | 79362
nm2413341,49577
nm0048080,80670
nm3539338,80670
nm3882544,80670
nm0378161,13121
nm2082776,13121 | 75886 | 103516
nm0456412,294682 | 336026
nm0637863,294682 | 336026 | 41863
nm3627424,294682 | 336026 | 460559
nm5840275,336026 | 392795
nm2193504,201658
nm2973459,51588
nm0646517,58432
nm0544390,58432
nm0616481,58432
nm0875444,88797
nm3374458,25114
nm0962476,40701
nm1883706,40701
nm1213158,40701
nm3096614,31161 | 104277
nm1209970,31161
nm0416508,45549 | 420915
nm0165881,11880 | 341445
nm1824202,19564
nm1643154,11494 | 74608
nm1728830,114172 | 412437
nm4468162,114172
nm4346324,114172
nm0918698,95939
nm0723005,95939
nm0422840,95939
nm0388238,95939
nm0177394,38545 | 51942
nm0242973,162525
nm0584553,51942
nm0489107,51942
nm0819435,51942
nm0764477,125540
nm0127485,125540
nm3939436,444291
nm9268982,463861
nm0657123,148479
nm0671335,148479
nm0199626,781
nm0251029,52277
nm0286569,269198
nm0923044,9742 | 10470
nm0383201,10470 | 9551
nm0317302,144271
nm3275688,144271 | 158589
nm3620810,46064
nm3129067,46064
nm0172398,211331
nm0831104,211331
nm0318879,94996
nm0281387,94996
nm3967248,145135
nm5921082,489928
nm0786631,489928
nm3638077,489925 | 126909 | 545957
nm3220568,489925 | 54553 | 286558 | 229408
nm1801656,19935
nm0658674,148077
nm9906524,532498
nm2142722,532498
nm9911764,532498
nm0295980,23990
nm0033870,23990
nm0791632,23990
nm0819851,26579 | 31242 | 398588
nm1167450,2002
nm1785054,15206 | 47355
nm0083782,125759
nm1364914,125759
nm0249761,125759 | 279997
nm0364739,208134 | 277724
nm3850986,208134
nm0286726,359116
nm0371720,359116
nm0547584,359116
nm0876161,359116
nm1371821,380683 | 151356 | 91391
nm2642233,380683
nm0221902,73953 | 82432 | 11870 | 348346
nm0046223,73953 | 106541
nm0047332,16791
nm0724483,16311
nm1279472,46261
nm3819777,44629
nm4454223,324560 | 476299 | 477311 | 553002
nm0244696,141095 | 141099 | 264578 | 125316 | 386585
nm0843320,16548
nm1065267,16548
nm0691119,16548
nm3009594,80278
nm0150689,449700
nm1788138,449700
nm7115844,449700
nm8467740,449700
nm2003700,14745 | 331393 | 331392 | 40720
nm0064433,15674
nm4416000,347126
nm5305732,127363
nm5305721,127363
nm4208762,68591
nm0574338,42185
nm0647326,42185
nm0538505,42185
nm0114256,237709 | 50220 | 6116 | 15473
nm2338912,377206 | 305060
nm2030098,531101
nm4738115,531101
nm0233381,460790
nm1154986,460790 | 338107 | 50220 | 791 | 41255
nm5136146,561543 | 606966
nm0414226,337029
nm0670582,1024 | 69324
nm0729763,10209
nm0611925,10209
nm1478447,429189
nm0628091,16508
nm0795723,16508
nm0570487,16508
nm0122688,14963 | 127916 | 421833
nm1416900,260947 | 61294 | 442154
nm1699507,260947 | 80048
nm0688060,9501
nm0399624,211220
nm7673901,211220
nm3120320,211220
nm0132660,64767 | 297362
nm2205689,64767
nm3729905,64767
nm3019813,64767
nm8219920,64767
nm0797136,228432
nm0693689,228432 | 38255
nm0280734,17010 | 61373
nm1483697,17010
nm1483683,17010
nm0259144,62069 | 412608
nm1438080,62069
nm2273676,417015
nm5534365,417015
nm3676866,81179
nm0427910,285844
nm2275638,285844
nm0552072,14874 | 153695 | 463800
nm0253414,153695
nm0023008,153695 | 20893
nm0102337,463800
nm2829048,463800 | 16925
nm0201574,18598
nm0282849,18598 | 124108
nm1170394,531712 | 12795 | 15476
nm1349978,531712
nm3445312,531712 | 447383
nm3366702,531712 | 326136 | 371806
nm2124254,64130
nm0419363,208703 | 65830 | 529962 | 18239
nm1059824,208703
nm1360441,50388
nm0061799,50087 | 39057
nm1708798,303903
nm1120614,303903 | 494407
nm2134328,165718 | 357416
nm5665571,485942 | 239530
nm0082169,47541
nm0195626,47541 | 339455
nm0566133,75576
nm5711496,75576
nm2254636,253532 | 330161 | 348631 | 414767
nm5568205,253532
nm0388819,190967 | 211166
nm2179185,9615
nm2803937,458947
nm3880072,458947
nm0137923,458947
nm6171529,458947
nm3689774,458947
nm0538394,60236
nm5049751,450608
nm8360867,450608
nm2325602,179105 | 403130
nm2566089,179105
nm1133409,73123 | 170279
nm0885622,29101 | 36712 | 76059 | 15994 | 344869
nm0737332,29101
nm1476196,29101 | 908 | 251671
nm0647433,30860 | 114718
nm5514372,500734 | 360605 | 625450
nm4396310,500734 | 406052 | 604532
nm7563416,500734
nm6021511,411287
nm0555459,305815
nm0651896,305815
nm3259729,305815
nm0075788,433677
nm0363167,14587
nm0900012,14587
nm0451045,14587
nm0369475,27119
nm1743101,228445 | 385754
nm0839078,528489
nm8748450,528489
nm8628535,528489
nm0916884,310442
nm0035480,310442
nm0532067,310442
nm6948533,310442
nm0491621,201006
nm0273159,451764
nm0827565,120802 | 503929
nm2397866,120802 | 531949 | 82990 | 521844 | 352164 | 286987 | 305932
nm0731346,503929 | 13497 | 299513
nm0092067,84583 | 28610
nm3379246,84583
nm2881820,84583 | 28610
nm0525494,494914
nm0298515,494914
nm6454762,494914
nm0310850,25517
nm2315616,43814
nm0712603,43814
nm3658879,25467
nm3701447,25467
nm0377106,188538
nm2164964,266433 | 589770
nm0247434,107946
nm0277769,228417
nm1503911,228417
nm0003115,63315
nm1053380,63315 | 389704
nm6791184,363056
nm6290898,363056
nm0156345,38223
nm1146265,119457
nm1214657,21753 | 104109 | 19912
nm0498976,9898
nm1088459,9898
nm0197164,11634 | 35304
nm0137907,11634
nm0751798,11634
nm1009068,14520
nm3693559,14520
nm0680537,124851
nm1260969,43937 | 136850
nm9446930,102640
nm2104119,102640
nm2107758,323692
nm3289599,575745 | 72003
nm7555137,423087
nm3924288,423087 | 273477 | 436285
nm2295540,513045 | 112161
nm0209249,278632
nm1903153,278632
nm0425539,84848 | 8931
nm1904547,84848
nm1907254,84848
nm0953778,8931
nm3030721,8931
nm3031375,8931
nm0608714,2255
nm0594951,37272
nm0222781,282247
nm1018295,282247
nm1343331,158739 | 212455
nm0443406,274626 | 42187
nm1476591,274626 | 417877
nm1888211,22681 | 8617
nm3501697,159667
nm0710243,402567 | 417028
nm4203036,402567
nm0850875,259124
nm1192344,259124
nm3783235,259124 | 381075
nm3060680,340227
nm5054883,401164
nm1416531,401164
nm0090033,32622
nm0536568,46783
nm0611821,46783
nm0695247,9995 | 322746
nm1522234,538126
nm6226780,538126
nm1778107,304134 | 109515 | 310458 | 337456 | 315417
nm1241555,304134 | 347331
nm2806456,304134
nm2718834,304134
nm2611149,304134
nm0309605,39562
nm2452347,39562
nm2109108,39562
nm0784025,54142 | 90843
nm0794818,214348 | 330588
nm2975619,214348 | 20507 | 517975
nm0881520,54821 | 18242
nm0171660,18242
nm0774524,18242
nm0565731,71374
nm0429276,71374
nm0630507,71374
nm1475650,50339
nm0863999,11282
nm3012273,395119 | 403642 | 254194 | 460279
nm2428625,386696
nm3612367,386696 | 323162 | 311301
nm0576460,546837
nm2644871,546837
nm1243640,90291
nm0106576,90291
nm1979095,90291 | 25377
nm0417756,92645
nm5010332,177566 | 346093
nm5405279,177566
nm5428301,177566
nm0124261,36934
nm0150976,36934 | 34100
nm0534912,36934
nm0125653,34100 | 366964
nm0789036,34100
nm2014461,34100
nm0370892,15912
nm0730993,15912 | 49721
nm0361106,38255
nm0084822,38255
nm0462365,38255
nm0090360,16015
nm1142215,16015
nm0522151,330333
nm0320481,124642
nm0299695,124642
nm1224170,289039
nm1293820,289039 | 444697
nm3192881,289039 | 103418 | 393184 | 81435
nm5022399,289039
nm0144126,148596 | 82550
nm4916156,148596
nm2519287,467539 | 152780 | 383064
nm0639098,18440 | 24921 | 30767
nm0529635,18440
nm0028661,149856
nm0030421,149856
nm0039023,149856
nm0075026,149856
nm0781077,31242
nm0002391,12657
nm0129551,220746 | 562334 | 15316
nm1912766,220746
nm1625209,4644
nm0371043,4644
nm1320564,4644
nm2977282,78504
nm3294809,78504
nm5945665,357974 | 426580
nm0317023,311362 | 363479
nm5235398,311362
nm0594705,49918
nm0948983,49918 | 53701 | 9949
nm0950778,14217 | 418109 | 220447
nm1686456,14217 | 72505 | 52870 | 110850 | 95853
nm0759535,1483
nm0218723,1483
nm0058169,1483
nm0304168,1483
nm0547681,374764
nm2013399,374764 | 209420 | 121206 | 519238
nm3198515,374764 | 128062 | 423778
nm1591757,10214
nm2129858,51428
nm0151735,348138
nm0422658,348138
nm0219673,77332
nm0353917,141055
nm0280895,141055
nm0917301,64948
nm0506130,64948
nm0263979,64948
nm0172869,64948 | 41775
nm0669643,41775
nm0066138,41775
nm0101033,41775
nm0334886,58911
nm1779690,29269
nm2623363,294651
nm3271373,412120 | 456261
nm4954157,412120 | 430447 | 426284 | 420426
nm3395322,412120
nm8105706,412120
nm0885660,24524
nm0887356,24524 | 52371
nm0784911,24524
nm0211140,24524 | 182545 | 365271
nm0353206,26880
nm0356341,26880
nm0439607,26880
nm0429621,42770
nm0311995,42770 | 215042 | 348657
nm0336111,9677
nm0037998,9677
nm1118635,9677
nm1118667,9677
nm2430932,68712
nm0337492,294736
nm3970838,294736 | 337879
nm5557381,447957
nm5307527,447957
nm0385288,526475 | 471424 | 281869 | 436373
nm6767244,526475
nm1438765,20163
nm0754024,33340
nm0488214,102234 | 241448
nm0731950,56481
nm0457877,248710
nm0876724,248710 | 115656
nm0008865,57602
nm0464505,57602
nm0229105,57602 | 24171
nm1319663,57602
nm0364389,102831
nm3855347,102831
nm0101281,102831
nm2298359,213648 | 555861
nm1758953,213648
nm1559332,213648
nm0229200,25925
nm0522615,25925
nm0237321,25925
nm0416355,25925
nm1585076,80799
nm2506384,80799
nm2684816,80799
nm1233777,39024 | 172705 | 493488
nm2522751,39024
nm2682250,39024 | 453276
nm3024307,172705 | 311146 | 277690 | 403608
nm2716936,172705
nm1234078,172705
nm2678312,493488 | 524738
nm3336353,493488
nm0111498,26230 | 36217
nm0310847,26230 | 36217
nm0738058,26230 | 273725
nm2365123,26230
nm0823023,36217
nm4341690,273725
nm0217454,273725 | 382725
nm2859629,273725 | 382725
nm3584477,321662
nm0035087,11663
nm0013932,11663
nm0448204,11663 | 16885 | 125520 | 369557
nm6916321,369557
nm0406678,1496
nm0001984,1496
nm0881161,42942
nm0535541,42942
nm2381625,42942
nm0414325,56405
nm4070086,56405
nm0227621,441393
nm0224801,441393
nm0003620,2294 | 13668
nm1390149,26247
nm5221962,147815
nm5222279,147815
nm4089151,410994
nm0940504,25198 | 264555
nm0004138,25198
nm0698507,25198 | 435696
nm0765900,98377
nm0010684,98377
nm0083822,98377
nm0924960,38634
nm0924962,38634
nm0957522,69869
nm0894141,69869 | 8319
nm0627907,69869
nm0316948,69869
nm0177946,8319
nm1090384,8319
nm0496782,39001
nm0528125,39001
nm0068117,25977
nm1406238,13340
nm1813129,13340
nm1402837,13340
nm0556070,42280
nm1481774,42280
nm2754773,42280
nm1145177,75547 | 347968
nm1495195,321377
nm4390154,321377
nm4564637,321377
nm0682970,177425 | 229702
nm1778468,177425 | 15262
nm1938310,244852
nm4063710,244852
nm3834472,244852
nm0491536,86211
nm0367157,201923 | 5071
nm0789343,201923
nm0221159,201923 | 70443
nm0229073,13731
nm0457213,13981 | 16257
nm0476679,13981
nm1903101,39123
nm0562116,313166 | 210024
nm0514128,313166
nm1578906,313166
nm1422038,313166
nm0307826,210024
nm2397390,210024 | 274902 | 190250
nm0363434,37891
nm0492887,37891
nm0004294,16392
nm1100812,66068
nm0656739,123879
nm0117924,38586
nm0423849,32947
nm0439579,32947
nm0390777,32947
nm0433697,452 | 15956 | 56036
nm0016850,452 | 5206 | 42757
nm1030344,3875
nm0150970,19306
nm2711342,95385 | 42757 | 422931 | 249699
nm4809286,95385
nm1046521,73448 | 255746
nm1457031,73448
nm1272418,141011 | 425716 | 48748 | 310602
nm3354565,141011 | 249699
nm1272258,196024
nm5792109,196024
nm3435612,254200 | 305638 | 447200 | 127846 | 478308 | 335578
nm1315040,348668
nm3353780,548066
nm4955588,548066 | 608654
nm0522882,50497 | 59065
nm0971135,50497 | 5708 | 569547 | 352733
nm6671482,283691
nm2757852,283691
nm2325042,283691
nm4377217,283691
nm4211410,283691
nm1739987,283691
nm6666382,283691
nm6709511,283691
nm0684514,85581
nm0235451,85581 | 80469 | 61935
nm0600806,88844
nm0697844,88844
nm2018241,88844
nm3453460,210908 | 345921
nm2483129,210908
nm2005850,210908
nm0578485,289630
nm0393558,289630
nm2933495,289630
nm0492166,56759
nm0993340,56759
nm0671086,56759
nm0991700,56759
nm0992466,56759
nm1247782,117142
nm1670659,117142 | 21625
nm1249077,117142 | 503129
nm0422566,362812 | 226092
nm1387791,362812
nm2325393,33217 | 82650 | 286940 | 237710 | 60307
nm2953573,33217 | 82650 | 60307 | 410284
nm0870168,36196
nm1338532,36196
nm0659397,36196
nm0692216,37410
nm0315236,17021 | 52735
nm0785854,84323
nm1466205,198210 | 392058 | 43930 | 113091 | 340197 | 552799
nm3826755,273856
nm1055682,273856
nm0265610,258251
nm0950788,73936 | 39806
nm0270119,56020 | 10867
nm0758313,56020
nm0595277,56020
nm0681218,10867
nm0837868,10867
nm0952536,56332
nm0515200,56332
nm2223623,17460
nm2454812,17460
nm0223749,223202
nm3034455,449856 | 483184
nm0502822,500268
nm2582693,486101 | 86713
nm0451076,10226
nm0309962,367056 | 423106
nm0945066,367056
nm0435111,367056
nm2372759,367056
nm0078567,423106
nm8871070,423106
nm5237225,576071
nm5123098,576071
nm5618577,576071
nm0337751,11052 | 27812
nm0443562,366170 | 394315
nm1328859,366170 | 553833
nm8755384,366170
nm0998439,113082 | 118412 | 144288
nm1321026,113082 | 118412 | 144288 | 483455
nm4284529,113082 | 144288
nm1039206,118412
nm5001722,144288
nm0406157,13393 | 300490
nm12232673,13393
nm0652278,115239
nm0803438,115239
nm0645822,115239
nm0174634,54421
nm0461940,54421 | 168814 | 41416
nm0910860,54421
nm2007323,11554
nm0796054,11554
nm1884816,39278 | 40977 | 50342 | 43088
nm1280733,25647 | 508642
nm1978402,25647 | 557972 | 89501 | 18514 | 160704 | 19482 | 291549 | 290098 | 390497 | 321191 | 437103 | 397567 | 81242 | 52441 | 54555 | 25648 | 13855 | 57361 | 281780 | 518068
nm3035651,25647
nm1048223,315509 | 48411
nm6363981,436350
nm8771200,436350
nm4100452,436350 | 259233 | 283127
nm3589263,457837 | 436792 | 314388 | 460555
nm5042060,457837 | 522921
nm0685877,211052
nm1176300,211052 | 377565
nm5827214,211052
nm1696628,211052 | 475957
nm1869453,21555
nm0304430,289723
nm0973729,289723 | 84742
nm0943814,16057
nm0497735,11891
nm0413169,18413 | 44551
nm2200400,44551
nm0277116,13915
nm0217984,13915
nm3558144,68987
nm0327076,282761
nm0958613,282761
nm0357818,45864
nm0004783,45864
nm0916518,378385 | 612051 | 455783
nm0167028,9532
nm0363322,46203
nm0816351,46203
nm0859005,32458 | 223485 | 354924 | 429300
nm7324744,223485
nm0112400,354924
nm1071698,354924
nm5773530,354924
nm0370411,429300
nm0509502,61114
nm0911395,61114 | 262958 | 399612 | 464566 | 538227
nm0450269,34902 | 742
nm0286764,44238
nm0159751,44238
nm0251682,44238
nm0257808,44238
nm0303792,289180
nm1052666,289180
nm3266168,289180
nm0054513,293633
nm2992448,293633
nm0876003,14407
nm0664740,104931
nm0060504,104931
nm0549508,41789
nm0431040,41789
nm0598361,41789
nm0212159,41789
nm0482572,17082
nm0004772,554288 | 181135
nm0032643,127642
nm0209663,127642
nm1105803,127642
nm0419851,127642
nm0309434,83416
nm0018539,83416
nm0262664,83416
nm3227338,31413
nm0960238,89111
nm1031569,49828 | 37417 | 23112 | 49834 | 30633
nm1614701,49828 | 57739
nm0246969,52668 | 37419
nm0083777,52668 | 255280 | 69352 | 74879
nm2515650,52668
nm0257826,37417 | 37419
nm0946352,37417 | 79212 | 5850
nm0947721,38547 | 210408
nm1665588,38547
nm3499207,265169
nm0132529,289264
nm0664729,289264
nm0598648,289264
nm0638464,289264
nm1339257,53846
nm1575643,53846
nm1746379,53846
nm0793536,95482 | 37284
nm0600673,95482 | 65335 | 54690 | 38054 | 120247 | 86261 | 272691 | 434773
nm0359197,95482 | 10355 | 26935 | 49095 | 16371 | 122528 | 41338 | 51393 | 160704 | 314327 | 438798
nm1450314,37284 | 230029
nm1450759,37284
nm1560370,37284
nm3135117,33786
nm3135327,33786
nm0039074,9070
nm0136399,9070 | 577575
nm4574190,372752 | 378106
nm0253528,378106 | 5846 | 513347
nm1403974,378106
nm0745310,486072 | 172391 | 245170
nm7804921,486072
nm1690044,39057 | 227679 | 16808
nm0736994,227679 | 16808
nm0785031,66926
nm0315195,66926 | 25902
nm0350551,66926
nm1375204,66926
nm0914534,41636
nm0404552,41636
nm0226844,15066 | 160234
nm0424936,15066
nm0188687,15066
nm4692308,160234 | 298584 | 124470
nm3860505,160234
nm0448894,124611
nm4486240,124611
nm0654742,124611
nm0854250,124611
nm0304813,124611
nm1617519,124611
nm1618119,124611
nm0428575,23750 | 42762
nm0526537,23750
nm0752730,23750
nm3964350,426618 | 445651 | 417678 | 470044 | 371445
nm0571762,232862
nm0103129,232862
nm0154210,396920
nm1500446,396920 | 538675 | 393517
nm6236049,396920
nm2089954,63498
nm1917423,63498
nm2253799,63498
nm4850962,63498
nm0138700,241855
nm3758734,241855
nm0701396,11956
nm0494161,11956 | 13739
nm0005457,9007
nm0170306,15512 | 82703 | 13141
nm0643668,250538 | 458300 | 77127
nm1563346,250538
nm2897500,250538
nm0215682,268920 | 60002
nm1802209,448450 | 63160 | 381040 | 287587 | 268531 | 352695 | 460822
nm8647187,448450
nm0123069,293122
nm0049182,293122 | 115871 | 204011
nm5785644,293122
nm6536376,293122
nm0726332,2169
nm0278887,2169
nm3206479,475094
nm0470445,9321
nm2617178,6076 | 394403
nm2805825,24633 | 348748
nm4369644,348748 | 312849 | 585969
nm3617315,429977
nm4430977,429977 | 170125
nm0082979,24169
nm1360283,399256 | 347760
nm0735715,259460
nm4023162,259460
nm5404677,259460 | 361076
nm0070692,145925
nm0264898,145925
nm0264897,145925
nm0556196,145925
nm0843763,363383 | 427416 | 518490
nm1565908,363383
nm0373708,393134
nm1394293,393134
nm2262280,393134
nm1492922,426958
nm2489607,426958
nm5393410,426958
nm0351550,64433
nm1284379,64433
nm0654863,64433 | 297298 | 371153
nm1728167,64433 | 50025
nm2442431,50272 | 333318 | 172824 | 359025 | 123359
nm0044551,78539
nm0812073,78539 | 126433
nm0691924,19654
nm0223817,19654
nm0721885,11129
nm1172134,477906
nm0161970,311627
nm3846562,311627
nm3204275,311627
nm6753991,311627
nm0890055,28005
nm0222138,26567 | 302431 | 31031
nm1628370,26567
nm0051479,26567
nm0257414,38867
nm0196230,38867 | 470180
nm0811311,38867
nm0198970,30817
nm0861491,34104
nm1965861,34104
nm0531014,2104
nm0696353,2104 | 979
nm0626204,142408
nm0400070,510262
nm0478949,510262
nm1582353,510262
nm6333736,510262
nm0916534,94042
nm0726457,94042
nm4563820,253154
nm0941404,14611
nm1225431,14611
nm1826130,17141 | 376587
nm1319753,17141
nm2510729,17141
nm0105448,87587 | 16422
nm0530804,39883
nm0462926,39883
nm0107160,39883
nm0363680,39883
nm0798043,49380
nm0429324,49380
nm0399763,49380
nm0700570,109466
nm0196117,109466
nm0972605,49110
nm0059410,79191 | 57203
nm2897131,79191
nm3112507,79191
nm4371266,327315
nm5496605,327315
nm4704568,327315
nm0111860,17584
nm0426441,17584
nm1356578,10615
nm0509938,67396
nm0504614,67396
nm0036714,27824
nm0599715,27824
nm0434845,54525
nm1322681,388259
nm3198709,388259 | 273404
nm0715033,108204
nm0598554,108204
nm0568469,108204
nm0741891,13008 | 440034
nm2201055,13008
nm2069145,327759
nm0428091,36833
nm0044106,36833
nm0701028,36833
nm0199198,514266
nm3317650,514266 | 37668
nm4478357,223732 | 323929 | 253300
nm4810398,253484
nm0898063,48594
nm1126723,33842
nm0829766,31647
nm0350141,31647
nm0181653,31647
nm0221170,31647 | 316690
nm0387982,31647
nm0338913,31647
nm0275004,31647
nm10662097,316690
nm10662101,316690
nm10662102,316690
nm4689616,193288
nm4177945,193288
nm4857246,193288
nm0088513,50285
nm4148126,607822 | 356895
nm1361056,5845
nm1020006,21115 | 25650 | 227793
nm1658949,21115
nm0559414,410729 | 5842
nm1151223,410729 | 431672 | 442842 | 277689
nm4065455,410729 | 359171
nm4017554,410729 | 234701
nm6172258,410729
nm0557457,38286 | 38396 | 50531
nm0266394,270479
nm0518057,310126
nm0330719,96716
nm0660314,96716
nm0748228,26225
nm0191907,26225
